,tweet_id,user_id,user_listed,user_followers,retweeted,retweet_count,favorited,favorite_count
0,892420643555336193,4196983835,4020,5621575,False,8704,False,39141
1,892177421306343426,4196983835,4020,5621575,False,6388,False,33524
2,891815181378084864,4196983835,4020,5621575,False,4245,False,25264
3,891689557279858688,4196983835,4020,5621575,False,8801,False,42485
4,891327558926688256,4196983835,4020,5621575,False,9583,False,40666
5,891087950875897856,4196983835,4020,5621575,False,3178,False,20399
6,890971913173991426,4196983835,4020,5621575,False,2117,False,11953
7,890729181411237888,4196983835,4020,5621575,False,19282,False,66135
8,890609185150312448,4196983835,4020,5621575,False,4340,False,27997
9,890240255349198849,4196983835,4020,5621575,False,7573,False,32213
10,890006608113172480,4196983835,4020,5621576,False,7482,False,30883
11,889880896479866881,4196983835,4020,5621576,False,5064,False,28011
12,889665388333682689,4196983835,4020,5621576,False,10258,False,48342
13,889638837579907072,4196983835,4020,5621576,False,4636,False,27409
14,889531135344209921,4196983835,4020,5621576,False,2272,False,15225
15,889278841981685760,4196983835,4020,5621576,False,5549,False,25509
16,888917238123831296,4196983835,4020,5621576,False,4594,False,29326
17,888804989199671297,4196983835,4020,5621576,False,4448,False,25806
18,888554962724278272,4196983835,4020,5621576,False,3669,False,20105
19,888078434458587136,4196983835,4020,5621576,False,3586,False,21961
20,887705289381826560,4196983835,4056,5621403,False,5504,False,30459
21,887517139158093824,4196983835,4020,5621577,False,11888,False,46591
22,887473957103951883,4196983835,4020,5621577,False,18614,False,69719
23,887343217045368832,4196983835,4020,5621577,False,10598,False,33958
24,887101392804085760,4196983835,4020,5621577,False,6080,False,30815
25,886983233522544640,4196983835,4020,5621578,False,7928,False,35500
26,886736880519319552,4196983835,4020,5621578,False,3366,False,12186
27,886680336477933568,4196983835,4020,5621578,False,4553,False,22625
28,886366144734445568,4196983835,4020,5621578,False,3249,False,21316
29,886267009285017600,4196983835,4020,5621578,False,4,False,117
30,886258384151887873,4196983835,4020,5621578,False,6409,False,28214
31,886054160059072513,4196983835,4020,5621579,False,105,False,0
32,885984800019947520,4196983835,4020,5621579,False,6943,False,33016
33,885528943205470208,4196983835,4020,5621579,False,6564,False,36300
34,885518971528720385,4196983835,4020,5621579,False,3837,False,20596
35,885311592912609280,4196983835,4020,5621579,False,18948,False,0
36,885167619883638784,4196983835,4020,5621579,False,4462,False,22127
37,884925521741709313,4196983835,4056,5621405,False,18886,False,78203
38,884876753390489601,4196983835,4020,5621579,False,5965,False,28197
39,884562892145688576,4196983835,4020,5621579,False,5024,False,24517
40,884441805382717440,4196983835,4020,5621579,False,5771,False,27221
41,884247878851493888,4196983835,4020,5621579,False,20809,False,73610
42,884162670584377345,4196983835,4020,5621579,False,3051,False,20550
43,883838122936631299,4196983835,4020,5621579,False,3518,False,22089
44,883482846933004288,4196983835,4020,5621579,False,10189,False,46367
45,883360690899218434,4196983835,4020,5621579,False,3762,False,22739
46,883117836046086144,4196983835,4020,5621579,False,6804,False,37542
47,882992080364220416,4196983835,4020,5621579,False,4023,False,24161
48,882762694511734784,4196983835,4020,5621579,False,5017,False,28587
49,882627270321602560,4196983835,4056,5621405,False,6211,False,28119
50,882268110199369728,4196983835,4020,5621579,False,11835,False,45362
51,882045870035918850,4196983835,4020,5621579,False,5090,False,29606
52,881906580714921986,4196983835,4020,5621579,False,3454,False,24508
53,881666595344535552,4196983835,4020,5621579,False,10912,False,50996
54,881633300179243008,4196983835,4020,5621579,False,7,False,129
55,881536004380872706,4196983835,4020,5621579,False,16306,False,49883
56,881268444196462592,4196983835,4020,5621579,False,5253,False,23271
57,880935762899988482,4196983835,4020,5621579,False,2839,False,17154
58,880872448815771648,4196983835,4020,5621579,False,3911,False,21495
59,880465832366813184,4196983835,4020,5621579,False,6415,False,28768
60,880221127280381952,4196983835,4020,5621579,False,4333,False,27326
61,880095782870896641,4196983835,4020,5621579,False,4445,False,27861
62,879862464715927552,4196983835,4020,5621579,False,3575,False,22459
63,879674319642796034,4196983835,4020,5621579,False,10,False,314
64,879492040517615616,4196983835,4020,5621579,False,3256,False,23603
65,879415818425184262,4196983835,4020,5621579,False,45116,False,106851
66,879376492567855104,4196983835,4020,5621579,False,3179,False,16902
67,879130579576475649,4196983835,4020,5621579,False,7021,False,0
68,879050749262655488,4196983835,4020,5621579,False,4829,False,22792
69,879008229531029506,4196983835,4020,5621579,False,2748,False,19119
70,878776093423087618,4196983835,4020,5621579,False,4224,False,19551
71,878604707211726852,4196983835,4020,5621579,False,7415,False,30554
72,878404777348136964,4196983835,4020,5621579,False,1325,False,0
73,878316110768087041,4196983835,4020,5621579,False,6825,False,0
74,878281511006478336,4196983835,4021,5621579,False,1325,False,7831
75,878057613040115712,4196983835,4021,5621579,False,7021,False,42416
76,877736472329191424,4196983835,4021,5621579,False,19656,False,80782
77,877611172832227328,4196983835,4021,5621579,False,82,False,0
78,877556246731214848,4196983835,4021,5621580,False,3914,False,23009
79,877316821321428993,4196983835,4021,5621580,False,5315,False,27616
80,877201837425926144,4196983835,4021,5621580,False,5734,False,27401
81,876838120628539392,4196983835,4021,5621580,False,3449,False,20877
82,876537666061221889,4196983835,4021,5621580,False,4712,False,23623
83,876484053909872640,4196983835,4021,5621580,False,2466,False,18945
84,876120275196170240,4196983835,4021,5621580,False,4805,False,28162
85,875747767867523072,4196983835,4021,5621580,False,4405,False,25464
86,875144289856114688,4196983835,4021,5621580,False,5044,False,22144
87,875097192612077568,4196983835,4021,5621580,False,6211,False,27673
88,875021211251597312,4196983835,4021,5621580,False,4820,False,25742
89,874680097055178752,4196983835,4021,5621580,False,4764,False,28153
90,874434818259525634,4196983835,4021,5621580,False,15202,False,0
91,874296783580663808,4196983835,4021,5621581,False,4232,False,26343
92,874057562936811520,4196983835,4021,5621581,False,4058,False,22893
93,874012996292530176,4196983835,4021,5621581,False,10766,False,35076
94,873580283840344065,4196983835,4021,5621581,False,4050,False,24533
95,873337748698140672,4196983835,4021,5621581,False,1634,False,0
96,873213775632977920,4196983835,4021,5621581,False,1634,False,7368
97,872967104147763200,4196983835,4021,5621581,False,5563,False,27717
98,872820683541237760,4196983835,4021,5621581,False,3811,False,14881
99,872668790621863937,4196983835,4021,5621581,False,30,False,0
100,872620804844003328,4196983835,4021,5621581,False,3827,False,21068
101,872486979161796608,4196983835,4021,5621581,False,9256,False,41132
102,872261713294495745,4196983835,4021,5621581,False,6529,False,34702
103,872122724285648897,4196983835,4021,5621581,False,8378,False,34917
104,871879754684805121,4196983835,4021,5621581,False,11625,False,38626
105,871762521631449091,4196983835,4021,5621581,False,3590,False,20550
106,871515927908634625,4196983835,4021,5621582,False,3560,False,20513
107,871166179821445120,4196983835,4021,5621582,False,5884,False,0
108,871102520638267392,4196983835,4021,5621582,False,5664,False,21229
109,871032628920680449,4196983835,4021,5621583,False,3927,False,23004
110,870804317367881728,4196983835,4021,5621583,False,6443,False,34175
111,870726314365509632,4196983835,4021,5621583,False,3,False,120
112,870656317836468226,4196983835,4021,5621583,False,2757,False,12660
113,870374049280663552,4196983835,4021,5621583,False,27172,False,84049
114,870308999962521604,4196983835,4021,5621583,False,4300,False,22192
115,870063196459192321,4196983835,4021,5621583,False,8653,False,37319
116,869772420881756160,4196983835,4021,5621583,False,10446,False,43178
117,869702957897576449,4196983835,4021,5621583,False,6570,False,28765
118,869596645499047938,4196983835,4021,5621583,False,3257,False,16280
119,869227993411051520,4196983835,4021,5621583,False,3945,False,20851
120,868880397819494401,4196983835,4021,5621583,False,15061,False,66890
121,868639477480148993,4196983835,4021,5621583,False,2187,False,0
122,868622495443632128,4196983835,4021,5621583,False,6163,False,27952
123,868552278524837888,4196983835,4021,5621583,False,2187,False,10400
124,867900495410671616,4196983835,4021,5621583,False,4359,False,24696
125,867774946302451713,4196983835,4021,5621583,False,7643,False,34754
126,867421006826221569,4196983835,4021,5621583,False,2637,False,16545
127,867072653475098625,4196983835,4021,5621583,False,132,False,0
128,867051520902168576,4196983835,4021,5621583,False,8258,False,33019
129,866720684873056260,4196983835,4021,5621583,False,5066,False,20620
130,866686824827068416,4196983835,4021,5621583,False,3653,False,19843
131,866450705531457537,4196983835,4021,5621583,False,36853,False,124650
132,866334964761202691,4196983835,4021,5621583,False,15202,False,54003
133,866094527597207552,4196983835,4021,5621583,False,8772,False,0
134,865718153858494464,4196983835,4021,5621583,False,5884,False,26301
135,865359393868664832,4196983835,4021,5621583,False,5257,False,27200
136,865006731092295680,4196983835,4021,5621583,False,8071,False,28768
137,864873206498414592,4196983835,4021,5621583,False,9196,False,33258
138,864279568663928832,4196983835,4021,5621583,False,3216,False,15020
139,864197398364647424,4196983835,4021,5621583,False,9428,False,31054
140,863907417377173506,4196983835,4021,5621583,False,4357,False,21219
141,863553081350529029,4196983835,4021,5621583,False,4393,False,15735
142,863471782782697472,4196983835,4021,5621583,False,2621,False,0
143,863432100342583297,4196983835,4021,5621582,False,5561,False,24511
144,863427515083354112,4196983835,4021,5621582,False,103,False,2328
145,863079547188785154,4196983835,4021,5621582,False,1163,False,9016
146,863062471531167744,4196983835,4021,5621582,False,2621,False,8826
147,862831371563274240,4196983835,4021,5621582,False,5352,False,19781
148,862722525377298433,4196983835,4021,5621582,False,3735,False,17586
149,862457590147678208,4196983835,4021,5621582,False,5261,False,21212
150,862096992088072192,4196983835,4021,5621582,False,24651,False,77111
151,861383897657036800,4196983835,4021,5621582,False,11317,False,37269
152,861288531465048066,4196983835,4021,5621582,False,4415,False,17779
153,861005113778896900,4196983835,4021,5621582,False,4033,False,17297
154,860981674716409858,4196983835,4021,5621582,False,2288,False,0
155,860924035999428608,4196983835,4021,5621582,False,870,False,0
156,860563773140209665,4196983835,4021,5621582,False,2288,False,7769
157,860524505164394496,4196983835,4021,5621582,False,5587,False,24417
158,860276583193509888,4196983835,4021,5621582,False,3683,False,18928
159,860184849394610176,4196983835,4021,5621582,False,6201,False,17267
160,860177593139703809,4196983835,4021,5621582,False,32770,False,0
161,859924526012018688,4196983835,4021,5621582,False,4273,False,19790
162,859851578198683649,4196983835,4021,5621582,False,3720,False,15929
163,859607811541651456,4196983835,4021,5621582,False,1672,False,19258
164,859196978902773760,4196983835,4021,5621582,False,32204,False,93409
165,859074603037188101,4196983835,4021,5621582,False,14480,False,35151
166,858860390427611136,4196983835,4021,5621582,False,8652,False,0
167,858843525470990336,4196983835,4021,5621583,False,3699,False,16117
168,858471635011153920,4196983835,4021,5621584,False,5163,False,22331
169,858107933456039936,4196983835,4021,5621584,False,3101,False,16334
170,857989990357356544,4196983835,4021,5621584,False,2755,False,16744
171,857746408056729600,4196983835,4021,5621584,False,11310,False,35586
172,857393404942143489,4196983835,4021,5621584,False,1745,False,6149
173,857263160327368704,4196983835,4021,5621584,False,4839,False,20779
174,857214891891077121,4196983835,4021,5621584,False,20,False,240
175,857062103051644929,4196983835,4021,5621584,False,181,False,0
176,857029823797047296,4196983835,4021,5621584,False,4283,False,19680
177,856602993587888130,4196983835,4021,5621584,False,11431,False,0
178,856543823941562368,4196983835,4021,5621584,False,3083,False,16949
179,856526610513747968,4196983835,4021,5621584,False,2021,False,12313
180,856330835276025856,4196983835,4021,5621584,False,722,False,0
181,856288084350160898,4196983835,4021,5621584,False,17,False,535
182,856282028240666624,4196983835,4021,5621584,False,6736,False,28774
183,855862651834028034,4196983835,4021,5621584,False,28,False,362
184,855860136149123072,4196983835,4021,5621584,False,1102,False,4995
185,855857698524602368,4196983835,4021,5621584,False,2273,False,12353
186,855851453814013952,4196983835,4021,5621584,False,18907,False,47313
187,855818117272018944,4196983835,4021,5621584,False,5843,False,27742
188,855459453768019968,4196983835,4021,5621584,False,8851,False,31300
189,855245323840757760,4196983835,4021,5621584,False,6444,False,0
190,855138241867124737,4196983835,4021,5621584,False,49,False,0
191,854732716440526848,4196983835,4021,5621584,False,6568,False,23906
192,854482394044301312,4196983835,4021,5621584,False,7441,False,30725
193,854365224396361728,4196983835,4021,5621584,False,5068,False,19788
194,854120357044912130,4196983835,4021,5621584,False,8135,False,33486
195,854010172552949760,4196983835,4021,5621584,False,3388,False,16965
196,853760880890318849,4196983835,4021,5621584,False,6279,False,30067
197,853639147608842240,4196983835,4021,5621584,False,11045,False,36688
198,853299958564483072,4196983835,4021,5621584,False,3863,False,16319
199,852936405516943360,4196983835,4021,5621584,False,2190,False,0
200,852912242202992640,4196983835,4021,5621584,False,2002,False,9508
201,852672615818899456,4196983835,4021,5621584,False,2336,False,15724
202,852553447878664193,4196983835,4021,5621584,False,3818,False,17276
203,852311364735569921,4196983835,4021,5621585,False,10778,False,34904
204,852226086759018497,4196983835,4021,5621585,False,7433,False,21092
205,852189679701164033,4196983835,4021,5621585,False,1717,False,12084
206,851953902622658560,4196983835,4021,5621585,False,10505,False,0
207,851861385021730816,4196983835,4021,5621585,False,23,False,0
208,851591660324737024,4196983835,4021,5621585,False,3771,False,17105
209,851464819735769094,4196983835,4021,5621585,False,7711,False,25647
210,851224888060895234,4196983835,4021,5621585,False,6243,False,21845
211,850753642995093505,4196983835,4021,5621585,False,10168,False,32915
212,850380195714523136,4196983835,4021,5621585,False,2858,False,13822
213,850333567704068097,4196983835,4021,5621585,False,363,False,3604
214,850145622816686080,4196983835,4021,5621586,False,4172,False,17309
215,850019790995546112,4196983835,4021,5621586,False,5364,False,21681
216,849776966551130114,4196983835,4021,5621586,False,8335,False,32317
217,849668094696017920,4196983835,4021,5621586,False,5433,False,0
218,849412302885593088,4196983835,4021,5621586,False,3431,False,16842
219,849336543269576704,4196983835,4021,5621586,False,2068,False,12111
220,849051919805034497,4196983835,4021,5621586,False,9289,False,44387
221,848690551926992896,4196983835,4021,5621586,False,4737,False,26774
222,848324959059550208,4196983835,4021,5621587,False,5047,False,26320
223,848213670039564288,4196983835,4021,5621587,False,818,False,8709
224,848212111729840128,4196983835,4021,5621587,False,3380,False,17388
225,847978865427394560,4196983835,4021,5621587,False,3587,False,0
226,847971574464610304,4196983835,4021,5621588,False,470,False,0
227,847962785489326080,4196983835,4021,5621588,False,5641,False,24992
228,847842811428974592,4196983835,4021,5621588,False,1486,False,5854
229,847617282490613760,4196983835,4021,5621588,False,459,False,7463
230,847606175596138505,4196983835,4021,5621588,False,3707,False,19951
231,847251039262605312,4196983835,4021,5621588,False,4710,False,21737
232,847157206088847362,4196983835,4021,5621588,False,6450,False,21301
233,847116187444137987,4196983835,4021,5621588,False,3513,False,22826
234,846874817362120707,4196983835,4021,5621588,False,4330,False,21412
235,846514051647705089,4196983835,4021,5621588,False,12809,False,47723
236,846505985330044928,4196983835,4021,5621588,False,3418,False,15103
237,846153765933735936,4196983835,4021,5621588,False,10016,False,33919
238,846139713627017216,4196983835,4021,5621588,False,10790,False,32847
239,846042936437604353,4196983835,4021,5621588,False,3171,False,17065
240,845812042753855489,4196983835,4021,5621588,False,9675,False,31286
241,845677943972139009,4196983835,4021,5621588,False,5269,False,26812
242,845459076796616705,4196983835,4021,5621588,False,14766,False,0
243,845397057150107648,4196983835,4021,5621588,False,2027,False,8146
244,845306882940190720,4196983835,4021,5621588,False,5944,False,24935
245,845098359547420673,4196983835,4021,5621588,False,8488,False,0
246,844979544864018432,4196983835,4021,5621588,False,2856,False,14556
247,844973813909606400,4196983835,4021,5621588,False,3549,False,16166
248,844704788403113984,4196983835,4021,5621588,False,11431,False,41442
249,844580511645339650,4196983835,4021,5621588,False,3469,False,17629
250,844223788422217728,4196983835,4021,5621588,False,2420,False,14580
251,843981021012017153,4196983835,4021,5621589,False,3223,False,16144
252,843856843873095681,4196983835,4021,5621589,False,5133,False,22911
253,843604394117681152,4196983835,4021,5621589,False,3027,False,18086
254,843235543001513987,4196983835,4021,5621589,False,6719,False,23031
255,842846295480000512,4196983835,4021,5621589,False,3949,False,16265
256,842765311967449089,4196983835,4021,5621589,False,1418,False,7233
257,842535590457499648,4196983835,4021,5621589,False,3868,False,19378
258,842163532590374912,4196983835,4021,5621589,False,6444,False,26256
259,842115215311396866,4196983835,4021,5621589,False,3338,False,15032
260,841833993020538882,4196983835,4021,5621589,False,17110,False,0
261,841680585030541313,4196983835,4021,5621589,False,8602,False,27501
262,841439858740625411,4196983835,4021,5621589,False,4092,False,13579
263,841320156043304961,4196983835,4021,5621589,False,6007,False,21156
264,841314665196081154,4196983835,4021,5621589,False,5223,False,17054
265,841077006473256960,4196983835,4021,5621589,False,5884,False,24603
266,840761248237133825,4196983835,4021,5621589,False,1945,False,0
267,840728873075638272,4196983835,4021,5621589,False,17956,False,0
268,840698636975636481,4196983835,4021,5621589,False,3,False,196
269,840696689258311684,4196983835,4021,5621589,False,1098,False,13223
270,840632337062862849,4196983835,4021,5621590,False,1945,False,9648
271,840370681858686976,4196983835,4021,5621590,False,5062,False,17705
272,840268004936019968,4196983835,4021,5621590,False,6375,False,20703
273,839990271299457024,4196983835,4021,5621590,False,2550,False,14446
274,839549326359670784,4196983835,4021,5621589,False,8652,False,29603
275,839290600511926273,4196983835,4021,5621589,False,157,False,0
276,839239871831150596,4196983835,4021,5621589,False,7297,False,29274
277,838952994649550848,4196983835,4021,5621589,False,4437,False,21093
278,838921590096166913,4196983835,4021,5621589,False,2310,False,12033
279,838916489579200512,4196983835,4021,5621589,False,37,False,0
280,838831947270979586,4196983835,4021,5621590,False,12365,False,0
281,838561493054533637,4196983835,4021,5621590,False,1480,False,11751
282,838476387338051585,4196983835,4021,5621590,False,5381,False,24346
283,838201503651401729,4196983835,4021,5621590,False,11278,False,0
284,838150277551247360,4196983835,4021,5621590,False,361,False,1804
285,838085839343206401,4196983835,4021,5621590,False,0,False,149
286,838083903487373313,4196983835,4021,5621590,False,3510,False,18965
287,837820167694528512,4196983835,4021,5621590,False,8772,False,36854
288,837482249356513284,4196983835,4021,5621590,False,490,False,4151
289,837471256429613056,4196983835,4021,5621590,False,2575,False,13810
290,837366284874571778,4196983835,4021,5621590,False,5910,False,22769
291,837110210464448512,4196983835,4021,5621590,False,2685,False,17260
292,837012587749474308,4196983835,4021,5621590,False,85,False,0
293,836989968035819520,4196983835,4021,5621590,False,2564,False,13712
294,836753516572119041,4196983835,4021,5621591,False,5153,False,20747
295,836677758902222849,4196983835,4021,5621591,False,2475,False,13595
296,836648853927522308,4196983835,4021,5621592,False,616,False,0
297,836397794269200385,4196983835,4021,5621592,False,30770,False,0
298,836380477523124226,4196983835,4021,5621592,False,3284,False,15869
299,836260088725786625,4196983835,4021,5621592,False,4777,False,22897
300,836001077879255040,4196983835,4021,5621592,False,4838,False,20639
301,835685285446955009,4196983835,4021,5621592,False,9158,False,0
302,835574547218894849,4196983835,4021,5621592,False,4060,False,19210
303,835536468978302976,4196983835,4021,5621592,False,1901,False,0
304,835309094223372289,4196983835,4021,5621592,False,23541,False,0
305,835297930240217089,4196983835,4021,5621592,False,3336,False,17666
306,835264098648616962,4196983835,4021,5621592,False,1901,False,8386
307,835246439529840640,4196983835,4021,5621592,False,81,False,2239
308,835172783151792128,4196983835,4021,5621592,False,6425,False,28188
309,835152434251116546,4196983835,4021,5621592,False,3387,False,24248
310,834931633769889797,4196983835,4021,5621592,False,1847,False,11700
311,834786237630337024,4196983835,4021,5621592,False,6075,False,22716
312,834574053763584002,4196983835,4021,5621592,False,2831,False,14813
313,834477809192075265,4196983835,4021,5621592,False,11960,False,0
314,834458053273591808,4196983835,4021,5621592,False,1870,False,10390
315,834209720923721728,4196983835,4021,5621592,False,5376,False,22277
316,834167344700198914,4196983835,4021,5621592,False,4063,False,16991
317,834089966724603904,4196983835,4021,5621592,False,2382,False,10853
318,834086379323871233,4196983835,4021,5621593,False,2476,False,14120
319,833863086058651648,4196983835,4021,5621593,False,2683,False,14484
320,833826103416520705,4196983835,4021,5621593,False,3848,False,16555
321,833732339549220864,4196983835,4021,5621593,False,244,False,0
322,833722901757046785,4196983835,4021,5621593,False,3582,False,22338
323,833479644947025920,4196983835,4021,5621593,False,2312,False,16063
324,833124694597443584,4196983835,4021,5621593,False,5433,False,21874
325,832998151111966721,4196983835,4021,5621593,False,2486,False,14388
326,832769181346996225,4196983835,4057,5621419,False,44,False,0
327,832757312314028032,4196983835,4021,5621593,False,4052,False,18213
328,832682457690300417,4196983835,4021,5621593,False,3311,False,12861
329,832645525019123713,4196983835,4021,5621593,False,582,False,3149
330,832636094638288896,4196983835,4021,5621593,False,3159,False,17167
331,832397543355072512,4196983835,4021,5621593,False,2500,False,12959
332,832369877331693569,4196983835,4021,5621593,False,3587,False,18569
333,832273440279240704,4196983835,4022,5621593,False,2617,False,12233
334,832215909146226688,4196983835,4022,5621593,False,6937,False,0
335,832215726631055365,4196983835,4022,5621593,False,10498,False,0
336,832088576586297345,4196983835,4022,5621593,False,2,False,72
337,832040443403784192,4196983835,4022,5621593,False,10914,False,0
338,832032802820481025,4196983835,4022,5621593,False,5233,False,19317
339,831939777352105988,4196983835,4022,5621593,False,6906,False,26012
340,831926988323639298,4196983835,4022,5621593,False,38,False,368
341,831911600680497154,4196983835,4022,5621593,False,7336,False,29989
342,831670449226514432,4196983835,4022,5621593,False,2035,False,11333
343,831650051525054464,4196983835,4022,5621593,False,2190,False,7785
344,831552930092285952,4196983835,4022,5621594,False,2584,False,9763
345,831322785565769729,4196983835,4022,5621594,False,1715,False,9940
346,831315979191906304,4196983835,4022,5621594,False,1250,False,7027
347,831309418084069378,4196983835,4022,5621594,False,2735,False,12679
348,831262627380748289,4196983835,4022,5621594,False,2311,False,12910
